Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
24662,2022-10-25 17:00:00,2022-10-24 13:00:00,2022-10-24 18:38:00,Vasai,459,DRUG OFFENSE,53,M,Poison,Other Crime,12,No,,,,
24673,2022-10-27 18:00:00,2022-10-25 00:00:00,2022-10-25 16:42:00,Nashik,348,DRUG OFFENSE,37,F,Other,Other Crime,5,No,,,,
24710,2022-10-27 00:00:00,2022-10-26 13:00:00,2022-10-27 08:01:00,Vasai,360,ASSAULT,28,F,Other,Violent Crime,6,Yes,11-01-2023 00:00,,,
24711,2022-10-28 17:00:00,2022-10-26 14:00:00,2022-10-27 11:38:00,Visakhapatnam,299,HOMICIDE,36,M,Other,Other Crime,13,No,,,,
24719,2022-10-28 20:00:00,2022-10-26 22:00:00,2022-10-27 05:18:00,Visakhapatnam,483,CYBERCRIME,43,X,Other,Other Crime,7,No,,,,
24723,2022-10-29 02:00:00,2022-10-27 02:00:00,2022-10-27 20:48:00,Visakhapatnam,408,ROBBERY,52,M,Explosives,Violent Crime,6,Yes,12-01-2023 02:00,,,
24809,2022-11-02 10:00:00,2022-10-30 16:00:00,2022-10-30 17:59:00,Vasai,322,FIREARM OFFENSE,18,M,Poison,Fire Accident,7,No,,,,
24852,2022-11-02 09:00:00,2022-11-01 11:00:00,2022-11-01 11:24:00,Visakhapatnam,428,VEHICLE - STOLEN,38,F,Knife,Violent Crime,18,Yes,14-12-2022 09:00,,,
24855,2022-11-03 07:00:00,2022-11-01 14:00:00,2022-11-01 15:36:00,Nashik,593,SEXUAL ASSAULT,76,F,Knife,Violent Crime,11,Yes,20-11-2023 07:00,,,
24899,2022-11-06 09:00:00,2022-11-03 10:00:00,2022-11-03 13:22:00,Visakhapatnam,230,VEHICLE - STOLEN,54,X,Blunt Object,Violent Crime,12,No,,,,
24904,2022-11-05 17:00:00,2022-11-03 15:00:00,2022-11-03 19:57:00,Visakhapatnam,402,COUNTERFEITING,39,X,Knife,Other Crime,8,No,,,,
24905,2022-11-04 06:00:00,2022-11-03 16:00:00,2022-11-04 11:22:00,Vasai,288,ARSON,54,X,Other,Fire Accident,5,Yes,26-01-2023 06:00,,,
24923,2022-11-05 04:00:00,2022-11-04 10:00:00,2022-11-04 16:33:00,Visakhapatnam,230,DRUG OFFENSE,62,X,,Other Crime,2,Yes,13-01-2023 04:00,,,
25019,2022-11-11 00:00:00,2022-11-08 10:00:00,2022-11-08 18:11:00,Visakhapatnam,236,CYBERCRIME,27,F,Firearm,Other Crime,15,No,,,,
25030,2022-11-11 00:00:00,2022-11-08 21:00:00,2022-11-08 22:28:00,Visakhapatnam,283,EXTORTION,27,F,Knife,Other Crime,6,No,,,,
25056,2022-11-12 19:00:00,2022-11-09 23:00:00,2022-11-10 11:58:00,Visakhapatnam,548,VANDALISM,58,M,Blunt Object,Other Crime,17,No,,,,
25057,2022-11-10 21:00:00,2022-11-10 00:00:00,2022-11-10 08:46:00,Visakhapatnam,409,DOMESTIC VIOLENCE,54,F,Blunt Object,Violent Crime,13,No,,,,
25063,2022-11-11 00:00:00,2022-11-10 06:00:00,2022-11-10 17:10:00,Nashik,379,DRUG OFFENSE,42,X,Blunt Object,Other Crime,14,Yes,16-12-2022 00:00,,,
25078,2022-11-12 16:00:00,2022-11-10 21:00:00,2022-11-10 21:28:00,Visakhapatnam,520,IDENTITY THEFT,43,F,Explosives,Violent Crime,3,No,,,,
25081,2022-11-12 17:00:00,2022-11-11 00:00:00,2022-11-11 01:09:00,Nashik,456,COUNTERFEITING,44,F,Explosives,Other Crime,18,No,,,,
25086,2022-11-12 08:00:00,2022-11-11 05:00:00,2022-11-11 20:17:00,Nashik,339,DOMESTIC VIOLENCE,66,F,,Violent Crime,18,Yes,27-11-2022 08:00,,,
25089,2022-11-14 04:00:00,2022-11-11 08:00:00,2022-11-11 14:21:00,Visakhapatnam,245,DOMESTIC VIOLENCE,72,X,Poison,Violent Crime,14,No,,,,
25102,2022-11-13 02:00:00,2022-11-11 21:00:00,2022-11-12 13:36:00,Nashik,172,IDENTITY THEFT,15,M,,Violent Crime,1,No,,,,
25110,2022-11-12 08:00:00,2022-11-12 05:00:00,2022-11-12 19:45:00,Vasai,198,SEXUAL ASSAULT,78,M,Blunt Object,Violent Crime,1,Yes,18-11-2023 08:00,,,
25171,2022-11-14 22:00:00,2022-11-14 18:00:00,2022-11-15 12:47:00,Visakhapatnam,166,COUNTERFEITING,68,F,Blunt Object,Other Crime,3,Yes,28-11-2022 22:00,,,
25173,2022-11-16 18:00:00,2022-11-14 20:00:00,2022-11-15 12:00:00,Vasai,145,VANDALISM,37,F,Other,Other Crime,17,No,,,,
25174,2022-11-15 20:00:00,2022-11-14 21:00:00,2022-11-15 08:33:00,Visakhapatnam,450,TRAFFIC VIOLATION,30,X,Other,Traffic Fatality,7,Yes,09-12-2022 20:00,,,
25180,2022-11-17 20:00:00,2022-11-15 03:00:00,2022-11-15 07:47:00,Vasai,421,VANDALISM,77,F,Poison,Other Crime,13,Yes,04-02-2023 20:00,,,
25194,2022-11-18 08:00:00,2022-11-15 17:00:00,2022-11-16 16:59:00,Visakhapatnam,267,COUNTERFEITING,37,F,Firearm,Other Crime,3,No,,,,
25198,2022-11-17 15:00:00,2022-11-15 21:00:00,2022-11-16 00:18:00,Visakhapatnam,288,DOMESTIC VIOLENCE,52,X,Blunt Object,Violent Crime,12,No,,,,
25237,2022-11-18 15:00:00,2022-11-17 12:00:00,2022-11-18 00:22:00,Visakhapatnam,124,DRUG OFFENSE,67,F,Poison,Other Crime,2,No,,,,
25306,2022-11-21 16:00:00,2022-11-20 09:00:00,2022-11-20 14:36:00,Nashik,362,FIREARM OFFENSE,57,M,Explosives,Fire Accident,6,Yes,22-01-2023 16:00,,,
25341,2022-11-24 09:00:00,2022-11-21 20:00:00,2022-11-21 21:26:00,Nashik,531,DRUG OFFENSE,46,X,Poison,Other Crime,9,Yes,07-01-2023 09:00,,,
25344,2022-11-24 03:00:00,2022-11-21 23:00:00,2022-11-22 19:28:00,Visakhapatnam,463,ARSON,60,F,Knife,Fire Accident,2,Yes,12-02-2023 03:00,,,
25355,2022-11-25 04:00:00,2022-11-22 10:00:00,2022-11-23 08:17:00,Visakhapatnam,199,FRAUD,58,X,Explosives,Other Crime,18,No,,,,
25382,2022-11-25 23:00:00,2022-11-23 13:00:00,2022-11-23 21:48:00,Nashik,108,SEXUAL ASSAULT,33,X,Blunt Object,Violent Crime,6,No,,,,
25426,2022-11-26 02:00:00,2022-11-25 09:00:00,2022-11-25 22:52:00,Nashik,117,CYBERCRIME,61,M,Knife,Other Crime,7,Yes,03-01-2023 02:00,,,
25450,2022-11-28 22:00:00,2022-11-26 09:00:00,2022-11-27 02:54:00,Vasai,145,KIDNAPPING,29,X,Poison,Other Crime,14,No,,,,
25461,2022-11-29 02:00:00,2022-11-26 20:00:00,2022-11-27 13:35:00,Visakhapatnam,211,CYBERCRIME,54,M,Firearm,Other Crime,3,No,,,,
25491,2022-11-30 02:00:00,2022-11-28 02:00:00,2022-11-28 21:45:00,Vasai,400,COUNTERFEITING,78,M,Blunt Object,Other Crime,19,Yes,07-12-2022 02:00,,,
25513,2022-11-29 12:00:00,2022-11-29 00:00:00,2022-11-29 11:22:00,Vasai,161,TRAFFIC VIOLATION,30,M,Firearm,Traffic Fatality,1,No,,,,
25550,2022-12-02 22:00:00,2022-11-30 13:00:00,2022-12-01 09:56:00,Visakhapatnam,310,FIREARM OFFENSE,74,F,Explosives,Fire Accident,12,No,,,,
25573,2022-12-02 02:00:00,2022-12-01 12:00:00,2022-12-02 01:12:00,Nashik,477,ASSAULT,40,X,Poison,Violent Crime,2,Yes,17-02-2023 02:00,,,
25640,2022-12-06 06:00:00,2022-12-04 07:00:00,2022-12-05 04:53:00,Visakhapatnam,466,CYBERCRIME,24,F,,Other Crime,6,Yes,19-02-2023 06:00,,,
25690,2022-12-07 12:00:00,2022-12-06 09:00:00,2022-12-06 22:33:00,Nashik,251,TRAFFIC VIOLATION,46,M,Blunt Object,Traffic Fatality,17,Yes,29-12-2022 12:00,,,
25691,2022-12-08 07:00:00,2022-12-06 10:00:00,2022-12-06 22:40:00,Visakhapatnam,245,ROBBERY,52,M,Poison,Violent Crime,8,Yes,30-01-2023 07:00,,,
25701,2022-12-07 09:00:00,2022-12-06 20:00:00,2022-12-07 11:52:00,Visakhapatnam,130,FIREARM OFFENSE,56,F,Explosives,Fire Accident,16,Yes,23-02-2023 09:00,,,
25742,2022-12-09 00:00:00,2022-12-08 13:00:00,2022-12-09 08:41:00,Vasai,355,VEHICLE - STOLEN,75,X,Firearm,Violent Crime,18,Yes,17-01-2023 00:00,,,
25751,2022-12-08 23:00:00,2022-12-08 22:00:00,2022-12-09 07:44:00,Vasai,170,CYBERCRIME,32,X,,Other Crime,1,No,,,,
25787,2022-12-12 21:00:00,2022-12-10 10:00:00,2022-12-10 20:57:00,Visakhapatnam,542,DRUG OFFENSE,13,M,Explosives,Other Crime,18,No,,,,
25808,2022-12-11 19:00:00,2022-12-11 07:00:00,2022-12-12 04:16:00,Visakhapatnam,214,ARSON,21,M,Firearm,Fire Accident,9,Yes,12-02-2023 19:00,,,
25844,2022-12-15 10:00:00,2022-12-12 19:00:00,2022-12-13 17:58:00,Visakhapatnam,318,ARSON,42,F,Blunt Object,Fire Accident,12,Yes,28-12-2022 10:00,,,
25858,2022-12-14 07:00:00,2022-12-13 09:00:00,2022-12-13 14:09:00,Nashik,201,FIREARM OFFENSE,60,X,Poison,Fire Accident,18,No,,,,
25867,2022-12-15 15:00:00,2022-12-13 18:00:00,2022-12-14 06:36:00,Visakhapatnam,308,VANDALISM,70,X,Poison,Other Crime,9,Yes,08-02-2023 15:00,,,
25868,2022-12-15 20:00:00,2022-12-13 19:00:00,2022-12-14 05:22:00,Nashik,223,BURGLARY,52,X,Other,Other Crime,17,No,,,,
25895,2022-12-15 23:00:00,2022-12-14 22:00:00,2022-12-14 22:51:00,Visakhapatnam,236,FRAUD,45,M,Explosives,Other Crime,11,No,,,,
25900,2022-12-16 14:00:00,2022-12-15 03:00:00,2022-12-15 11:54:00,Nashik,430,DOMESTIC VIOLENCE,37,M,Blunt Object,Violent Crime,8,No,,,,
25949,2022-12-18 01:00:00,2022-12-17 04:00:00,2022-12-17 19:07:00,Nashik,360,ASSAULT,79,M,Firearm,Violent Crime,3,No,,,,
25950,2022-12-19 02:00:00,2022-12-17 05:00:00,2022-12-17 18:27:00,Nashik,589,HOMICIDE,67,F,Knife,Other Crime,10,Yes,14-01-2024 02:00,,,
25969,2022-12-19 23:00:00,2022-12-18 00:00:00,2022-12-18 22:02:00,Visakhapatnam,524,DOMESTIC VIOLENCE,34,M,Poison,Violent Crime,1,No,,,,
25974,2022-12-21 03:00:00,2022-12-18 05:00:00,2022-12-18 22:50:00,Visakhapatnam,547,FRAUD,14,F,Firearm,Other Crime,11,Yes,31-01-2023 03:00,,,
25988,2022-12-20 09:00:00,2022-12-18 19:00:00,2022-12-19 02:06:00,Nashik,253,KIDNAPPING,21,X,Firearm,Other Crime,18,Yes,17-03-2023 09:00,,,
26063,2022-12-22 13:00:00,2022-12-21 22:00:00,2022-12-22 18:27:00,Visakhapatnam,127,FRAUD,44,F,,Other Crime,16,Yes,23-01-2023 13:00,,,
26084,2022-12-22 23:00:00,2022-12-22 19:00:00,2022-12-22 23:37:00,Visakhapatnam,258,ARSON,74,M,Blunt Object,Fire Accident,3,Yes,18-02-2023 23:00,,,
26089,2022-12-25 05:00:00,2022-12-23 00:00:00,2022-12-23 13:24:00,Vasai,201,HOMICIDE,72,X,Poison,Other Crime,11,No,,,,
26103,2022-12-23 20:00:00,2022-12-23 14:00:00,2022-12-24 09:14:00,Vasai,456,PUBLIC INTOXICATION,75,X,Other,Other Crime,8,No,,,,
26106,2022-12-25 11:00:00,2022-12-23 17:00:00,2022-12-24 00:55:00,Nashik,300,HOMICIDE,65,M,Other,Other Crime,7,No,,,,
26135,2022-12-27 15:00:00,2022-12-24 22:00:00,2022-12-25 06:07:00,Visakhapatnam,204,IDENTITY THEFT,67,M,,Violent Crime,17,Yes,04-03-2023 15:00,,,
26214,2022-12-30 17:00:00,2022-12-28 05:00:00,2022-12-28 21:05:00,Nashik,336,TRAFFIC VIOLATION,69,M,,Traffic Fatality,16,Yes,08-01-2023 17:00,,,
26236,2022-12-29 16:00:00,2022-12-29 03:00:00,2022-12-29 05:25:00,Nashik,125,HOMICIDE,78,F,Poison,Other Crime,11,No,,,,
26240,2022-12-31 18:00:00,2022-12-29 07:00:00,2022-12-29 19:47:00,Nashik,327,TRAFFIC VIOLATION,71,X,Other,Traffic Fatality,19,No,,,,
26243,2022-12-31 21:00:00,2022-12-29 10:00:00,2022-12-29 12:33:00,Visakhapatnam,545,HOMICIDE,10,M,Other,Other Crime,6,Yes,11-04-2024 21:00,,,
26263,2023-01-01 18:00:00,2022-12-30 06:00:00,2022-12-30 23:04:00,Visakhapatnam,435,ILLEGAL POSSESSION,16,M,,Other Crime,15,No,,,,
26288,2023-01-01 00:00:00,2022-12-31 07:00:00,2022-12-31 11:14:00,Vasai,188,DRUG OFFENSE,11,F,Other,Other Crime,7,No,,,,
26293,2023-01-01 02:00:00,2022-12-31 12:00:00,2023-01-01 11:08:00,Visakhapatnam,411,ARSON,62,X,Blunt Object,Fire Accident,9,Yes,07-03-2023 02:00,,,
26307,2023-01-02 13:00:00,2023-01-01 02:00:00,2023-01-01 17:03:00,Nashik,197,ASSAULT,40,M,Blunt Object,Violent Crime,5,No,,,,
26319,2023-01-04 01:00:00,2023-01-01 14:00:00,2023-01-01 14:42:00,Visakhapatnam,424,FIREARM OFFENSE,44,F,Explosives,Fire Accident,4,Yes,30-03-2023 01:00,,,
26326,2023-01-02 12:00:00,2023-01-01 21:00:00,2023-01-02 06:02:00,Visakhapatnam,101,IDENTITY THEFT,79,F,Poison,Violent Crime,8,No,,,,
26333,2023-01-04 04:00:00,2023-01-02 04:00:00,2023-01-02 16:46:00,Nashik,342,CYBERCRIME,16,F,Blunt Object,Other Crime,14,No,,,,
26348,2023-01-04 22:00:00,2023-01-02 19:00:00,2023-01-03 17:54:00,Visakhapatnam,573,IDENTITY THEFT,40,F,,Violent Crime,14,Yes,22-03-2023 22:00,,,
26378,2023-01-06 09:00:00,2023-01-04 01:00:00,2023-01-04 06:49:00,Visakhapatnam,291,VEHICLE - STOLEN,75,F,Knife,Violent Crime,16,No,,,,
26445,2023-01-07 16:00:00,2023-01-06 20:00:00,2023-01-07 06:48:00,Visakhapatnam,439,DOMESTIC VIOLENCE,55,F,Poison,Violent Crime,1,No,,,,
26446,2023-01-09 15:00:00,2023-01-06 21:00:00,2023-01-07 01:25:00,Visakhapatnam,554,SEXUAL ASSAULT,52,M,Poison,Violent Crime,8,Yes,29-09-2024 15:00,,,
26475,2023-01-10 09:00:00,2023-01-08 02:00:00,2023-01-08 11:44:00,Nashik,431,EXTORTION,18,F,,Other Crime,6,Yes,26-03-2023 09:00,,,
26534,2023-01-12 23:00:00,2023-01-10 13:00:00,2023-01-10 20:57:00,Visakhapatnam,442,VANDALISM,50,F,Poison,Other Crime,14,Yes,27-02-2023 23:00,,,
26550,2023-01-11 13:00:00,2023-01-11 05:00:00,2023-01-11 12:44:00,Nashik,378,PUBLIC INTOXICATION,58,M,Poison,Other Crime,7,Yes,06-02-2023 13:00,,,
26612,2023-01-13 23:00:00,2023-01-13 19:00:00,2023-01-14 06:18:00,Visakhapatnam,393,DOMESTIC VIOLENCE,64,M,Blunt Object,Violent Crime,16,No,,,,
26632,2023-01-16 10:00:00,2023-01-14 15:00:00,2023-01-14 18:46:00,Visakhapatnam,549,DRUG OFFENSE,38,F,,Other Crime,15,No,,,,
26637,2023-01-16 19:00:00,2023-01-14 20:00:00,2023-01-15 03:36:00,Visakhapatnam,249,FIREARM OFFENSE,15,F,Explosives,Fire Accident,8,Yes,07-04-2023 19:00,,,
26642,2023-01-17 05:00:00,2023-01-15 01:00:00,2023-01-15 20:54:00,Visakhapatnam,289,FIREARM OFFENSE,11,F,Knife,Fire Accident,17,No,,,,
26648,2023-01-16 04:00:00,2023-01-15 07:00:00,2023-01-15 12:23:00,Visakhapatnam,471,FIREARM OFFENSE,52,F,Other,Fire Accident,1,Yes,17-03-2023 04:00,,,
26654,2023-01-16 01:00:00,2023-01-15 13:00:00,2023-01-15 20:32:00,Nashik,195,FRAUD,72,X,Other,Other Crime,12,Yes,26-01-2023 01:00,,,
26675,2023-01-19 09:00:00,2023-01-16 10:00:00,2023-01-17 08:02:00,Vasai,400,ARSON,53,M,Other,Fire Accident,14,No,,,,
26701,2023-01-18 04:00:00,2023-01-17 12:00:00,2023-01-18 07:59:00,Nashik,306,ASSAULT,66,M,Explosives,Violent Crime,1,Yes,24-02-2023 04:00,,,
26703,2023-01-20 12:00:00,2023-01-17 14:00:00,2023-01-18 01:38:00,Visakhapatnam,548,IDENTITY THEFT,75,M,Blunt Object,Violent Crime,8,No,,,,
26727,2023-01-19 21:00:00,2023-01-18 14:00:00,2023-01-19 09:56:00,Visakhapatnam,474,PUBLIC INTOXICATION,37,F,Explosives,Other Crime,16,Yes,11-02-2023 21:00,,,
26746,2023-01-20 02:00:00,2023-01-19 09:00:00,2023-01-20 02:57:00,Visakhapatnam,295,ILLEGAL POSSESSION,54,X,Blunt Object,Other Crime,14,No,,,,
26813,2023-01-24 15:00:00,2023-01-22 04:00:00,2023-01-22 21:37:00,Visakhapatnam,577,PUBLIC INTOXICATION,71,X,Explosives,Other Crime,11,No,,,,
26910,2023-01-28 12:00:00,2023-01-26 05:00:00,2023-01-26 18:47:00,Visakhapatnam,545,FRAUD,76,F,Firearm,Other Crime,16,Yes,27-04-2023 12:00,,,
26932,2023-01-29 23:00:00,2023-01-27 03:00:00,2023-01-27 13:28:00,Visakhapatnam,274,DOMESTIC VIOLENCE,56,X,Blunt Object,Violent Crime,17,Yes,23-02-2023 23:00,,,
26942,2023-01-27 16:00:00,2023-01-27 13:00:00,2023-01-27 15:01:00,Nashik,283,ROBBERY,69,F,,Violent Crime,1,Yes,11-06-2023 16:00,,,
26971,2023-01-30 02:00:00,2023-01-28 18:00:00,2023-01-29 15:02:00,Visakhapatnam,428,VANDALISM,15,X,Explosives,Other Crime,11,Yes,07-02-2023 02:00,,,
27074,2023-02-03 22:00:00,2023-02-02 01:00:00,2023-02-02 07:59:00,Vasai,533,PUBLIC INTOXICATION,24,F,Knife,Other Crime,5,No,,,,
27099,2023-02-05 14:00:00,2023-02-03 02:00:00,2023-02-03 18:17:00,Visakhapatnam,211,HOMICIDE,54,X,Firearm,Other Crime,14,Yes,14-11-2023 14:00,,,
27100,2023-02-05 15:00:00,2023-02-03 03:00:00,2023-02-03 04:32:00,Visakhapatnam,154,ILLEGAL POSSESSION,38,M,Knife,Other Crime,8,No,,,,
27130,2023-02-05 09:00:00,2023-02-04 09:00:00,2023-02-05 05:02:00,Vasai,495,VEHICLE - STOLEN,55,M,Blunt Object,Violent Crime,10,Yes,09-03-2023 09:00,,,
27186,2023-02-09 12:00:00,2023-02-06 17:00:00,2023-02-07 09:47:00,Vasai,559,DRUG OFFENSE,41,M,Knife,Other Crime,4,Yes,03-04-2023 12:00,,,
27187,2023-02-07 01:00:00,2023-02-06 18:00:00,2023-02-06 22:55:00,Nashik,170,ILLEGAL POSSESSION,37,F,Poison,Other Crime,4,No,,,,
27268,2023-02-13 02:00:00,2023-02-10 03:00:00,2023-02-11 02:53:00,Visakhapatnam,137,CYBERCRIME,25,F,Blunt Object,Other Crime,11,No,,,,
27278,2023-02-10 17:00:00,2023-02-10 13:00:00,2023-02-10 17:20:00,Nashik,580,SHOPLIFTING,14,X,Explosives,Other Crime,7,No,,,,
27304,2023-02-13 05:00:00,2023-02-11 15:00:00,2023-02-12 12:40:00,Nashik,499,VEHICLE - STOLEN,72,M,Explosives,Violent Crime,10,No,,,,
27313,2023-02-13 19:00:00,2023-02-12 00:00:00,2023-02-12 03:23:00,Visakhapatnam,508,TRAFFIC VIOLATION,42,X,Firearm,Traffic Fatality,19,Yes,15-02-2023 19:00,,,
27320,2023-02-12 17:00:00,2023-02-12 07:00:00,2023-02-12 20:41:00,Nashik,360,ROBBERY,31,M,,Violent Crime,15,Yes,16-03-2023 17:00,,,
27433,2023-02-18 16:00:00,2023-02-17 00:00:00,2023-02-17 00:10:00,Nashik,437,VANDALISM,60,M,Other,Other Crime,2,No,,,,
27441,2023-02-17 21:00:00,2023-02-17 08:00:00,2023-02-17 22:01:00,Visakhapatnam,367,EXTORTION,28,F,Knife,Other Crime,14,Yes,12-04-2023 21:00,,,
27465,2023-02-19 20:00:00,2023-02-18 08:00:00,2023-02-19 07:56:00,Vasai,426,IDENTITY THEFT,14,F,Firearm,Violent Crime,10,No,,,,
27488,2023-02-22 02:00:00,2023-02-19 07:00:00,2023-02-20 05:38:00,Nashik,468,DOMESTIC VIOLENCE,57,F,Poison,Violent Crime,13,No,,,,
27500,2023-02-21 06:00:00,2023-02-19 19:00:00,2023-02-20 09:18:00,Nashik,149,TRAFFIC VIOLATION,30,F,Blunt Object,Traffic Fatality,15,Yes,22-02-2023 06:00,,,
27531,2023-02-24 00:00:00,2023-02-21 02:00:00,2023-02-21 14:55:00,Visakhapatnam,506,DRUG OFFENSE,47,X,,Other Crime,19,No,,,,
27565,2023-02-22 15:00:00,2023-02-22 12:00:00,2023-02-23 05:24:00,Visakhapatnam,110,EXTORTION,73,F,Poison,Other Crime,14,No,,,,
27568,2023-02-23 03:00:00,2023-02-22 15:00:00,2023-02-22 20:13:00,Visakhapatnam,297,VANDALISM,25,X,Other,Other Crime,15,Yes,28-03-2023 03:00,,,
27589,2023-02-25 08:00:00,2023-02-23 12:00:00,2023-02-23 13:06:00,Nashik,261,FIREARM OFFENSE,17,F,Explosives,Fire Accident,13,No,,,,
27592,2023-02-25 01:00:00,2023-02-23 15:00:00,2023-02-24 10:31:00,Visakhapatnam,340,FRAUD,74,X,Other,Other Crime,13,No,,,,
27595,2023-02-24 07:00:00,2023-02-23 18:00:00,2023-02-24 01:52:00,Nashik,360,VEHICLE - STOLEN,10,F,Knife,Violent Crime,2,No,,,,
27620,2023-02-26 00:00:00,2023-02-24 19:00:00,2023-02-24 22:29:00,Vasai,275,HOMICIDE,18,F,Knife,Other Crime,8,Yes,16-03-2024 00:00,,,
27628,2023-02-25 11:00:00,2023-02-25 03:00:00,2023-02-25 05:59:00,Visakhapatnam,103,BURGLARY,68,F,Other,Other Crime,18,No,,,,
27640,2023-02-26 00:00:00,2023-02-25 15:00:00,2023-02-25 20:20:00,Nashik,310,FRAUD,45,F,Explosives,Other Crime,2,No,,,,
27650,2023-02-28 21:00:00,2023-02-26 01:00:00,2023-02-26 03:51:00,Visakhapatnam,140,PUBLIC INTOXICATION,41,M,,Other Crime,15,No,,,,
27671,2023-02-27 11:00:00,2023-02-26 22:00:00,2023-02-27 17:30:00,Vasai,481,KIDNAPPING,43,F,Explosives,Other Crime,15,No,,,,
27690,2023-02-27 18:00:00,2023-02-27 17:00:00,2023-02-28 08:19:00,Nashik,551,DRUG OFFENSE,48,M,Firearm,Other Crime,7,Yes,27-05-2023 18:00,,,
27727,2023-03-02 05:00:00,2023-03-01 06:00:00,2023-03-02 05:56:00,Visakhapatnam,443,DOMESTIC VIOLENCE,75,M,Poison,Violent Crime,1,No,,,,
27766,2023-03-05 15:00:00,2023-03-02 21:00:00,2023-03-03 01:57:00,Visakhapatnam,209,DRUG OFFENSE,26,M,Blunt Object,Other Crime,15,No,,,,
27820,2023-03-05 17:00:00,2023-03-05 03:00:00,2023-03-05 20:47:00,Nashik,319,VEHICLE - STOLEN,23,M,Firearm,Violent Crime,19,No,,,,
27852,2023-03-09 06:00:00,2023-03-06 11:00:00,2023-03-07 02:57:00,Nashik,553,EXTORTION,41,M,,Other Crime,6,Yes,20-04-2023 06:00,,,
27900,2023-03-09 11:00:00,2023-03-08 11:00:00,2023-03-08 23:19:00,Vasai,286,IDENTITY THEFT,59,X,,Violent Crime,10,Yes,09-04-2023 11:00,,,
27978,2023-03-14 15:00:00,2023-03-11 17:00:00,2023-03-12 11:56:00,Vasai,343,EXTORTION,32,X,Explosives,Other Crime,15,No,,,,
27988,2023-03-13 00:00:00,2023-03-12 03:00:00,2023-03-12 22:45:00,Visakhapatnam,141,FIREARM OFFENSE,74,X,Explosives,Fire Accident,16,No,,,,
28017,2023-03-14 00:00:00,2023-03-13 08:00:00,2023-03-13 21:44:00,Vasai,477,VEHICLE - STOLEN,46,F,,Violent Crime,9,Yes,22-04-2023 00:00,,,
28021,2023-03-15 03:00:00,2023-03-13 12:00:00,2023-03-13 13:52:00,Vasai,401,COUNTERFEITING,69,M,Knife,Other Crime,1,Yes,10-05-2023 03:00,,,
28040,2023-03-16 07:00:00,2023-03-14 07:00:00,2023-03-14 13:41:00,Visakhapatnam,317,KIDNAPPING,23,M,Poison,Other Crime,8,No,,,,
28062,2023-03-15 21:00:00,2023-03-15 05:00:00,2023-03-15 06:51:00,Vasai,395,DRUG OFFENSE,54,M,Knife,Other Crime,14,Yes,23-03-2023 21:00,,,
28072,2023-03-18 11:00:00,2023-03-15 15:00:00,2023-03-15 23:43:00,Nashik,513,TRAFFIC VIOLATION,73,F,Other,Traffic Fatality,13,No,,,,
28090,2023-03-16 22:00:00,2023-03-16 09:00:00,2023-03-16 12:00:00,Vasai,595,EXTORTION,54,F,Explosives,Other Crime,18,Yes,31-05-2023 22:00,,,
28146,2023-03-19 04:00:00,2023-03-18 17:00:00,2023-03-19 03:11:00,Nashik,549,IDENTITY THEFT,30,F,Explosives,Violent Crime,7,Yes,16-05-2023 04:00,,,
28234,2023-03-24 09:00:00,2023-03-22 09:00:00,2023-03-22 15:54:00,Vasai,492,HOMICIDE,78,F,Knife,Other Crime,13,Yes,15-12-2023 09:00,,,
28271,2023-03-26 05:00:00,2023-03-23 22:00:00,2023-03-24 21:52:00,Visakhapatnam,547,ROBBERY,37,X,Knife,Violent Crime,1,Yes,30-04-2023 05:00,,,
28288,2023-03-27 03:00:00,2023-03-24 15:00:00,2023-03-24 18:23:00,Vasai,572,HOMICIDE,68,M,Blunt Object,Other Crime,17,Yes,19-11-2024 03:00,,,
28301,2023-03-27 00:00:00,2023-03-25 04:00:00,2023-03-25 10:56:00,Visakhapatnam,565,IDENTITY THEFT,53,X,Other,Violent Crime,14,No,,,,
28328,2023-03-26 10:00:00,2023-03-26 07:00:00,2023-03-26 10:49:00,Visakhapatnam,326,FIREARM OFFENSE,41,F,Explosives,Fire Accident,15,No,,,,
28352,2023-03-28 21:00:00,2023-03-27 07:00:00,2023-03-27 13:23:00,Vasai,226,ROBBERY,21,M,Blunt Object,Violent Crime,2,Yes,02-06-2023 21:00,,,
28374,2023-03-30 22:00:00,2023-03-28 05:00:00,2023-03-28 22:17:00,Vasai,491,ARSON,17,X,Poison,Fire Accident,13,No,,,,
28397,2023-03-31 13:00:00,2023-03-29 04:00:00,2023-03-29 07:59:00,Vasai,318,ILLEGAL POSSESSION,34,X,Poison,Other Crime,1,Yes,27-04-2023 13:00,,,
28409,2023-03-29 19:00:00,2023-03-29 16:00:00,2023-03-30 12:28:00,Visakhapatnam,467,FIREARM OFFENSE,11,X,Blunt Object,Fire Accident,14,No,,,,
28428,2023-03-31 13:00:00,2023-03-30 11:00:00,2023-03-30 14:07:00,Nashik,154,ROBBERY,14,M,Poison,Violent Crime,6,Yes,05-06-2023 13:00,,,
